Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Données de la sécurité alimentaire","Maroc","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","5076.2"
"Données de la sécurité alimentaire","Maroc","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","8599.8"
"Données de la sécurité alimentaire","Maroc","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.07"
"Données de la sécurité alimentaire","Maroc","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.32"
"Données de la sécurité alimentaire","Maurice","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","13322"
"Données de la sécurité alimentaire","Maurice","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","24831.5"
"Données de la sécurité alimentaire","Maurice","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.75"
"Données de la sécurité alimentaire","Maurice","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.84"
"Données de la sécurité alimentaire","Mauritanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4857"
"Données de la sécurité alimentaire","Mauritanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","6207.1"
"Données de la sécurité alimentaire","Mauritanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.35"
"Données de la sécurité alimentaire","Mauritanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.51"
"Données de la sécurité alimentaire","Mexique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","20896.8"
"Données de la sécurité alimentaire","Mexique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","21809.6"
"Données de la sécurité alimentaire","Mexique","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.2"
"Données de la sécurité alimentaire","Mexique","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.69"
"Données de la sécurité alimentaire","Micronésie (États fédérés de)","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3643"
"Données de la sécurité alimentaire","Micronésie (États fédérés de)","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3601.3"
"Données de la sécurité alimentaire","Micronésie (États fédérés de)","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.21"
"Données de la sécurité alimentaire","Mongolie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","5669.5"
"Données de la sécurité alimentaire","Mongolie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","15469.8"
"Données de la sécurité alimentaire","Mongolie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.82"
"Données de la sécurité alimentaire","Mongolie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.53"
"Données de la sécurité alimentaire","Monténégro","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","14698.2"
"Données de la sécurité alimentaire","Monténégro","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","26166"
"Données de la sécurité alimentaire","Monténégro","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.06"
"Données de la sécurité alimentaire","Mozambique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","726.4"
"Données de la sécurité alimentaire","Mozambique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1462.6"
"Données de la sécurité alimentaire","Mozambique","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.13"
"Données de la sécurité alimentaire","Mozambique","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.29"
"Données de la sécurité alimentaire","Myanmar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1352.5"
"Données de la sécurité alimentaire","Myanmar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5308.8"
"Données de la sécurité alimentaire","Myanmar","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.67"
"Données de la sécurité alimentaire","Myanmar","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.21"
"Données de la sécurité alimentaire","Namibie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","7890"
"Données de la sécurité alimentaire","Namibie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","11474.5"
"Données de la sécurité alimentaire","Namibie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.25"
"Données de la sécurité alimentaire","Namibie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.56"
"Données de la sécurité alimentaire","Nauru","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","12164.9"
"Données de la sécurité alimentaire","Nauru","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.88"
"Données de la sécurité alimentaire","Népal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2339.6"
"Données de la sécurité alimentaire","Népal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","4632.8"
"Données de la sécurité alimentaire","Népal","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.16"
"Données de la sécurité alimentaire","Népal","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.25"
"Données de la sécurité alimentaire","Nicaragua","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4743"
"Données de la sécurité alimentaire","Nicaragua","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","7032"
"Données de la sécurité alimentaire","Nicaragua","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.07"
"Données de la sécurité alimentaire","Nicaragua","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.35"
"Données de la sécurité alimentaire","Niger","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1179"
"Données de la sécurité alimentaire","Niger","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1652.7"
"Données de la sécurité alimentaire","Niger","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.12"
"Données de la sécurité alimentaire","Niger","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.47"
"Données de la sécurité alimentaire","Nigéria","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3385.3"
"Données de la sécurité alimentaire","Nigéria","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5670"
"Données de la sécurité alimentaire","Nigéria","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.46"
"Données de la sécurité alimentaire","Nigéria","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.8"
"Données de la sécurité alimentaire","Norvège","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","75763"
"Données de la sécurité alimentaire","Norvège","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","88712"
"Données de la sécurité alimentaire","Norvège","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.53"
"Données de la sécurité alimentaire","Norvège","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.86"
"Données de la sécurité alimentaire","Nouvelle-Zélande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","36082.4"
"Données de la sécurité alimentaire","Nouvelle-Zélande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","49816.1"
"Données de la sécurité alimentaire","Nouvelle-Zélande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.36"
"Données de la sécurité alimentaire","Nouvelle-Zélande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.31"
"Données de la sécurité alimentaire","Oman","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","42447.2"
"Données de la sécurité alimentaire","Oman","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","40114"
"Données de la sécurité alimentaire","Oman","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.12"
"Données de la sécurité alimentaire","Oman","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.53"
"Données de la sécurité alimentaire","Ouganda","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1485.7"
"Données de la sécurité alimentaire","Ouganda","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2728.5"
"Données de la sécurité alimentaire","Ouganda","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.25"
"Données de la sécurité alimentaire","Ouganda","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.81"
"Données de la sécurité alimentaire","Ouzbékistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3105.2"
"Données de la sécurité alimentaire","Ouzbékistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","8447.5"
"Données de la sécurité alimentaire","Ouzbékistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.3"
"Données de la sécurité alimentaire","Ouzbékistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.2"
"Données de la sécurité alimentaire","Pakistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3543.4"
"Données de la sécurité alimentaire","Pakistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5706.9"
"Données de la sécurité alimentaire","Pakistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.1"
"Données de la sécurité alimentaire","Pakistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.9"
"Données de la sécurité alimentaire","Palaos","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","14677.4"
"Données de la sécurité alimentaire","Palaos","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.1"
"Données de la sécurité alimentaire","Palestine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4520.9"
"Données de la sécurité alimentaire","Palestine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5744.8"
"Données de la sécurité alimentaire","Palestine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.57"
"Données de la sécurité alimentaire","Palestine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.82"
"Données de la sécurité alimentaire","Panama","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","15418.5"
"Données de la sécurité alimentaire","Panama","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","33790.4"
"Données de la sécurité alimentaire","Panama","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.25"
"Données de la sécurité alimentaire","Panama","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.3"
"Données de la sécurité alimentaire","Papouasie-Nouvelle-Guinée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3363.3"
"Données de la sécurité alimentaire","Papouasie-Nouvelle-Guinée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","4141.2"
"Données de la sécurité alimentaire","Papouasie-Nouvelle-Guinée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.21"
"Données de la sécurité alimentaire","Papouasie-Nouvelle-Guinée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.61"
"Données de la sécurité alimentaire","Paraguay","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","9953.8"
"Données de la sécurité alimentaire","Paraguay","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","15198.2"
"Données de la sécurité alimentaire","Paraguay","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.97"
"Données de la sécurité alimentaire","Paraguay","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.04"
"Données de la sécurité alimentaire","Pays-Bas (Royaume des)","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","55989.9"
"Données de la sécurité alimentaire","Pays-Bas (Royaume des)","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","69953.7"
"Données de la sécurité alimentaire","Pays-Bas (Royaume des)","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.76"
"Données de la sécurité alimentaire","Pays-Bas (Royaume des)","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.72"
"Données de la sécurité alimentaire","Pérou","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","7555.6"
"Données de la sécurité alimentaire","Pérou","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","15102.6"
"Données de la sécurité alimentaire","Pérou","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.99"
"Données de la sécurité alimentaire","Pérou","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.45"
"Données de la sécurité alimentaire","Philippines","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4841.8"
"Données de la sécurité alimentaire","Philippines","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","9325.7"
"Données de la sécurité alimentaire","Philippines","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.39"
"Données de la sécurité alimentaire","Philippines","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.71"
"Données de la sécurité alimentaire","Pologne","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","18732.8"
"Données de la sécurité alimentaire","Pologne","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","43661.5"
"Données de la sécurité alimentaire","Pologne","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.31"
"Données de la sécurité alimentaire","Pologne","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.5"
"Données de la sécurité alimentaire","Porto Rico","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","37269.2"
"Données de la sécurité alimentaire","Porto Rico","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","42432.1"
"Données de la sécurité alimentaire","Porto Rico","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.26"
"Données de la sécurité alimentaire","Porto Rico","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.54"
"Données de la sécurité alimentaire","Portugal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","35031.9"
"Données de la sécurité alimentaire","Portugal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","41240.4"
"Données de la sécurité alimentaire","Portugal","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.39"
"Données de la sécurité alimentaire","Portugal","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.86"
"Données de la sécurité alimentaire","Qatar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","93050.3"
"Données de la sécurité alimentaire","Qatar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","113157"
"Données de la sécurité alimentaire","Qatar","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.16"
"Données de la sécurité alimentaire","Qatar","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.96"
"Données de la sécurité alimentaire","République arabe syrienne","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4985.4"
"Données de la sécurité alimentaire","République arabe syrienne","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.18"
"Données de la sécurité alimentaire","République arabe syrienne","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.8"
"Données de la sécurité alimentaire","République centrafricaine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1270.4"
"Données de la sécurité alimentaire","République centrafricaine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1039.3"
"Données de la sécurité alimentaire","République centrafricaine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.12"
"Données de la sécurité alimentaire","République centrafricaine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.16"
"Données de la sécurité alimentaire","République de Corée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","25189.9"
"Données de la sécurité alimentaire","République de Corée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","49977"
"Données de la sécurité alimentaire","République de Corée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.4"
"Données de la sécurité alimentaire","République de Corée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.56"
"Données de la sécurité alimentaire","République de Moldova","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","5727.1"
"Données de la sécurité alimentaire","République de Moldova","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","15229.5"
"Données de la sécurité alimentaire","République de Moldova","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.43"
"Données de la sécurité alimentaire","République de Moldova","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.67"
"Données de la sécurité alimentaire","République démocratique du Congo","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","921.2"
"Données de la sécurité alimentaire","République démocratique du Congo","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1432.9"
"Données de la sécurité alimentaire","République démocratique du Congo","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-2.47"
"Données de la sécurité alimentaire","République démocratique du Congo","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.98"
"Données de la sécurité alimentaire","République démocratique populaire lao","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2899.2"
"Données de la sécurité alimentaire","République démocratique populaire lao","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","8215.1"
"Données de la sécurité alimentaire","République démocratique populaire lao","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.58"
"Données de la sécurité alimentaire","République démocratique populaire lao","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.8"
"Données de la sécurité alimentaire","République dominicaine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","10883.1"
"Données de la sécurité alimentaire","République dominicaine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","22761.3"
"Données de la sécurité alimentaire","République dominicaine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.01"
"Données de la sécurité alimentaire","République dominicaine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.33"
"Données de la sécurité alimentaire","République populaire démocratique de Corée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.02"
"Données de la sécurité alimentaire","République populaire démocratique de Corée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.41"
"Données de la sécurité alimentaire","République-Unie de Tanzanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1829.1"
"Données de la sécurité alimentaire","République-Unie de Tanzanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3504.2"
"Données de la sécurité alimentaire","République-Unie de Tanzanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.7"
"Données de la sécurité alimentaire","République-Unie de Tanzanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.27"
"Données de la sécurité alimentaire","Roumanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","14940.7"
"Données de la sécurité alimentaire","Roumanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","39872.5"
"Données de la sécurité alimentaire","Roumanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.38"
"Données de la sécurité alimentaire","Roumanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.49"
"Données de la sécurité alimentaire","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","44814.4"
"Données de la sécurité alimentaire","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","55183.6"
"Données de la sécurité alimentaire","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.03"
"Données de la sécurité alimentaire","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.5"
"Données de la sécurité alimentaire","Rwanda","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1026.9"
"Données de la sécurité alimentaire","Rwanda","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2859.8"
"Données de la sécurité alimentaire","Rwanda","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.69"
"Données de la sécurité alimentaire","Rwanda","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.03"
"Données de la sécurité alimentaire","Sainte-Lucie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","19573.3"
"Données de la sécurité alimentaire","Sainte-Lucie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","23075.2"
"Données de la sécurité alimentaire","Sainte-Lucie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.22"
"Données de la sécurité alimentaire","Sainte-Lucie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.87"
"Données de la sécurité alimentaire","Saint-Kitts-et-Nevis","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","19601.2"
"Données de la sécurité alimentaire","Saint-Kitts-et-Nevis","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","28725.5"
"Données de la sécurité alimentaire","Saint-Kitts-et-Nevis","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.94"
"Données de la sécurité alimentaire","Saint-Vincent-et-les Grenadines","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","9863"
"Données de la sécurité alimentaire","Saint-Vincent-et-les Grenadines","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","16504"
"Données de la sécurité alimentaire","Saint-Vincent-et-les Grenadines","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.22"
"Données de la sécurité alimentaire","Saint-Vincent-et-les Grenadines","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.04"
"Données de la sécurité alimentaire","Samoa","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4606.2"
"Données de la sécurité alimentaire","Samoa","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5689"
"Données de la sécurité alimentaire","Samoa","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.28"
"Données de la sécurité alimentaire","Samoa","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.08"
"Données de la sécurité alimentaire","Samoa américaines","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.13"
"Données de la sécurité alimentaire","Sao Tomé-et-Principe","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5599.7"
"Données de la sécurité alimentaire","Sao Tomé-et-Principe","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.15"
"Données de la sécurité alimentaire","Sao Tomé-et-Principe","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.61"
"Données de la sécurité alimentaire","Sénégal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3183.1"
"Données de la sécurité alimentaire","Sénégal","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","4330.6"
"Données de la sécurité alimentaire","Sénégal","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.59"
"Données de la sécurité alimentaire","Sénégal","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.15"
"Données de la sécurité alimentaire","Serbie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","10117.5"
"Données de la sécurité alimentaire","Serbie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","23741.2"
"Données de la sécurité alimentaire","Serbie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.64"
"Données de la sécurité alimentaire","Serbie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.17"
"Données de la sécurité alimentaire","Seychelles","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","19237.1"
"Données de la sécurité alimentaire","Seychelles","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","23409.6"
"Données de la sécurité alimentaire","Seychelles","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.28"
"Données de la sécurité alimentaire","Seychelles","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.76"
"Données de la sécurité alimentaire","Sierra Leone","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1050.5"
"Données de la sécurité alimentaire","Sierra Leone","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1644"
"Données de la sécurité alimentaire","Sierra Leone","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.87"
"Données de la sécurité alimentaire","Sierra Leone","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.09"
"Données de la sécurité alimentaire","Singapour","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","66860.9"
"Données de la sécurité alimentaire","Singapour","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","129084"
"Données de la sécurité alimentaire","Singapour","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.14"
"Données de la sécurité alimentaire","Singapour","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.46"
"Données de la sécurité alimentaire","Slovaquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","18211.9"
"Données de la sécurité alimentaire","Slovaquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","38566.3"
"Données de la sécurité alimentaire","Slovaquie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.66"
